"Plot Title:  10799588"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10799588, SEN S/N: 10799588)","RH, % (LGR S/N: 10799588, SEN S/N: 10799588)","Coupler Detached (LGR S/N: 10799588)","End Of File (LGR S/N: 10799588)"
334,11/29/17 03:57:16 AM,19.674,41.169,,
335,11/29/17 03:58:16 AM,19.651,41.134,,
336,11/29/17 03:59:16 AM,19.651,41.166,,
337,11/29/17 04:00:16 AM,19.651,41.134,,
338,11/29/17 04:01:16 AM,19.651,41.134,,
339,11/29/17 04:02:16 AM,19.627,41.131,,
340,11/29/17 04:03:16 AM,19.627,41.164,,
341,11/29/17 04:04:16 AM,19.627,41.164,,
342,11/29/17 04:05:16 AM,19.603,41.161,,
343,11/29/17 04:06:16 AM,19.603,41.161,,
344,11/29/17 04:07:16 AM,19.603,41.161,,
345,11/29/17 04:08:16 AM,19.603,41.129,,
346,11/29/17 04:09:16 AM,19.603,41.161,,
347,11/29/17 04:10:16 AM,19.579,41.158,,
348,11/29/17 04:11:16 AM,19.579,41.158,,
349,11/29/17 04:12:16 AM,19.579,41.158,,
350,11/29/17 04:13:16 AM,19.555,41.156,,
351,11/29/17 04:14:16 AM,19.555,41.156,,
352,11/29/17 04:15:16 AM,19.555,41.156,,
353,11/29/17 04:16:16 AM,19.532,41.121,,
354,11/29/17 04:17:16 AM,19.532,41.121,,
355,11/29/17 04:18:16 AM,19.532,41.121,,
356,11/29/17 04:19:16 AM,19.532,41.121,,
357,11/29/17 04:20:16 AM,19.508,41.118,,
358,11/29/17 04:21:16 AM,19.508,41.118,,
359,11/29/17 04:22:16 AM,19.508,41.086,,
360,11/29/17 04:23:16 AM,19.508,41.054,,
361,11/29/17 04:24:16 AM,19.484,41.083,,
362,11/29/17 04:25:16 AM,19.484,41.051,,
363,11/29/17 04:26:16 AM,19.460,41.048,,
364,11/29/17 04:27:16 AM,19.460,41.048,,
365,11/29/17 04:28:16 AM,19.460,41.048,,
366,11/29/17 04:29:16 AM,19.460,40.984,,
367,11/29/17 04:30:16 AM,19.460,40.984,,
368,11/29/17 04:31:16 AM,19.436,40.981,,
369,11/29/17 04:32:16 AM,19.436,40.981,,
370,11/29/17 04:33:16 AM,19.413,41.011,,
371,11/29/17 04:34:16 AM,19.413,41.043,,
372,11/29/17 04:35:16 AM,19.413,41.011,,
373,11/29/17 04:36:16 AM,19.413,41.011,,
374,11/29/17 04:37:16 AM,19.413,41.043,,
375,11/29/17 04:38:16 AM,19.389,41.040,,
376,11/29/17 04:39:16 AM,19.389,41.040,,
377,11/29/17 04:40:16 AM,19.365,41.038,,
378,11/29/17 04:41:16 AM,19.365,41.070,,
379,11/29/17 04:42:16 AM,19.365,41.038,,
380,11/29/17 04:43:16 AM,19.365,41.070,,
381,11/29/17 04:44:16 AM,19.341,41.067,,
382,11/29/17 04:45:16 AM,19.341,41.067,,
383,11/29/17 04:46:16 AM,19.341,41.035,,
384,11/29/17 04:47:16 AM,19.341,41.067,,
385,11/29/17 04:48:16 AM,19.318,41.097,,
386,11/29/17 04:49:16 AM,19.318,41.065,,
387,11/29/17 04:50:16 AM,19.318,41.097,,
388,11/29/17 04:51:16 AM,19.318,41.065,,
389,11/29/17 04:52:16 AM,19.294,41.062,,
390,11/29/17 04:53:16 AM,19.294,41.094,,
391,11/29/17 04:54:16 AM,19.294,41.094,,
392,11/29/17 04:55:16 AM,19.270,41.092,,
